"Data do Registro","Dia","Prestador de Serviço","Serviços","Janela de atendimento","Capacidade","Ocupada","Disponível","% Uso"
"27/04/2026","Segunda","FRQ ZONA OESTE1 SP R01","MP MudEnd","Período da Tarde","10","0","10","0%"
"27/04/2026","Segunda","FRQ ZONA OESTE1 SP R01","Troca","Período da Manhã","1","0","1","0%"
"27/04/2026","Segunda","FRQ ZONA OESTE1 SP R01","Troca","Período da Tarde","1","0","1","0%"
"27/04/2026","Segunda","FRQ ZONA OESTE1 SP R01","Desistalação, Desistalação MudEnd","Período da Manhã","1","1","0","100%"
"27/04/2026","Segunda","FRQ ZONA OESTE1 SP R01","Desistalação, Desistalação MudEnd","Período da Tarde","1","1","0","100%"
"27/04/2026","Segunda","FRQ ZONA OESTE1 SP R01","Desistalação MudEnd","Período da Manhã","10","0","10","0%"
"27/04/2026","Segunda","FRQ ZONA OESTE1 SP R01","Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"27/04/2026","Segunda","FRQ ZONA OESTE1 SP R01","Segurança de Produto","Período da Manhã","1","0","1","0%"
"27/04/2026","Segunda","FRQ ZONA OESTE1 SP R01","Segurança de Produto","Período da Tarde","1","0","1","0%"
"27/04/2026","Segunda","FRQ ZONA OESTE2 SP R01","Instalação Mud_End, Instalação","Período da Manhã","2","0","2","0%"
"27/04/2026","Segunda","FRQ ZONA OESTE2 SP R01","Instalação Mud_End, Instalação","Período da Tarde","1","0","1","0%"
"27/04/2026","Segunda","FRQ ZONA OESTE2 SP R01","Instalação Mud_End","Período da Manhã","10","0","10","0%"
"27/04/2026","Segunda","FRQ ZONA OESTE2 SP R01","Instalação Mud_End","Período da Tarde","10","0","10","0%"
"27/04/2026","Segunda","FRQ ZONA OESTE2 SP R01","Reparo, Reparo MudEnd","Período da Manhã","5","0","5","0%"
"27/04/2026","Segunda","FRQ ZONA OESTE2 SP R01","Reparo MudEnd, Reparo","Período da Tarde","5","0","5","0%"
"27/04/2026","Segunda","FRQ ZONA OESTE2 SP R01","Reparo MudEnd","Período da Manhã","10","0","10","0%"
"27/04/2026","Segunda","FRQ ZONA OESTE2 SP R01","Reparo MudEnd","Período da Tarde","10","0","10","0%"
"27/04/2026","Segunda","FRQ ZONA OESTE2 SP R01","MP., MP MudEnd","Período da Manhã","10","0","10","0%"
"27/04/2026","Segunda","FRQ ZONA OESTE2 SP R01","MP., MP MudEnd","Período da Tarde","11","0","11","0%"
"27/04/2026","Segunda","FRQ ZONA OESTE2 SP R01","MP MudEnd","Período da Manhã","10","0","10","0%"
"27/04/2026","Segunda","FRQ ZONA OESTE2 SP R01","MP MudEnd","Período da Tarde","10","0","10","0%"
"27/04/2026","Segunda","FRQ ZONA OESTE2 SP R01","Troca","Período da Manhã","1","0","1","0%"
"27/04/2026","Segunda","FRQ ZONA OESTE2 SP R01","Troca","Período da Tarde","1","0","1","0%"
"27/04/2026","Segunda","FRQ ZONA OESTE2 SP R01","Desistalação MudEnd, Desistalação","Período da Manhã","1","1","0","100%"
"27/04/2026","Segunda","FRQ ZONA OESTE2 SP R01","Desistalação MudEnd","Período da Manhã","10","0","10","0%"
"27/04/2026","Segunda","FRQ ZONA OESTE2 SP R01","Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"27/04/2026","Segunda","FRQ ZONA OESTE2 SP R01","Segurança de Produto","Período da Manhã","1","0","1","0%"
"28/04/2026","Terça","FRQ OSASCO SP R01","Instalação Mud_End, Instalação","Período da Tarde","1","0","1","0%"
"28/04/2026","Terça","FRQ OSASCO SP R01","Instalação, Instalação Mud_End","Período da Manhã","1","0","1","0%"
"28/04/2026","Terça","FRQ OSASCO SP R01","Reparo MudEnd, Reparo","Período da Manhã","9","0","9","0%"
"28/04/2026","Terça","FRQ OSASCO SP R01","Reparo MudEnd","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ OSASCO SP R01","MP MudEnd","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ OSASCO SP R01","Troca","Período da Manhã","1","0","1","0%"
"28/04/2026","Terça","FRQ OSASCO SP R01","Desistalação MudEnd, Desistalação","Período da Manhã","1","1","0","100%"
"28/04/2026","Terça","FRQ OSASCO SP R01","Desistalação MudEnd","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ OSASCO SP R01","Segurança de Produto","Período da Manhã","1","0","1","0%"
"28/04/2026","Terça","FRQ OSASCO SP R01","Instalação Mud_End","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ OSASCO SP R01","Reparo, Reparo MudEnd","Período da Tarde","9","0","9","0%"
"28/04/2026","Terça","FRQ OSASCO SP R01","Reparo MudEnd","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ OSASCO SP R01","MP MudEnd","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ OSASCO SP R01","Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ OSASCO SP R01","Segurança de Produto","Período da Tarde","1","0","1","0%"
"28/04/2026","Terça","FRQ OSASCO SP R01","Instalação Mud_End","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ OSASCO SP R01","MP MudEnd, MP.","Período da Manhã","14","12","2","85%"
"28/04/2026","Terça","FRQ OSASCO SP R01","MP., MP MudEnd","Período da Tarde","15","0","15","0%"
"28/04/2026","Terça","FRQ SBC SP R01","Instalação Mud_End, Instalação","Período da Manhã","2","0","2","0%"
"28/04/2026","Terça","FRQ SBC SP R01","Instalação Mud_End, Instalação","Período da Tarde","1","0","1","0%"
"28/04/2026","Terça","FRQ SBC SP R01","Instalação Mud_End","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ SBC SP R01","Instalação Mud_End","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ SBC SP R01","Reparo, Reparo MudEnd","Período da Manhã","4","4","0","100%"
"28/04/2026","Terça","FRQ SBC SP R01","Reparo MudEnd, Reparo","Período da Tarde","4","0","4","0%"
"28/04/2026","Terça","FRQ SBC SP R01","Reparo MudEnd","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ SBC SP R01","Reparo MudEnd","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ SBC SP R01","MP., MP MudEnd","Período da Manhã","19","0","19","0%"
"28/04/2026","Terça","FRQ SBC SP R01","MP., MP MudEnd","Período da Tarde","23","0","23","0%"
"28/04/2026","Terça","FRQ SBC SP R01","MP MudEnd","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ SBC SP R01","MP MudEnd","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ SBC SP R01","Troca","Período da Manhã","2","0","2","0%"
"28/04/2026","Terça","FRQ SBC SP R01","Troca","Período da Tarde","1","0","1","0%"
"28/04/2026","Terça","FRQ SBC SP R01","Desistalação MudEnd, Desistalação","Período da Manhã","2","2","0","100%"
"28/04/2026","Terça","FRQ SBC SP R01","Desistalação MudEnd, Desistalação","Período da Tarde","1","1","0","100%"
"28/04/2026","Terça","FRQ SBC SP R01","Desistalação MudEnd","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ SBC SP R01","Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ OSASCO SP R03","Instalação Mud_End, Instalação","Período da Manhã","1","0","1","0%"
"28/04/2026","Terça","FRQ OSASCO SP R03","Instalação, Instalação Mud_End","Período da Tarde","1","0","1","0%"
"28/04/2026","Terça","FRQ OSASCO SP R03","Instalação Mud_End","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ OSASCO SP R03","Instalação Mud_End","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ OSASCO SP R03","Reparo, Reparo MudEnd","Período da Manhã","2","0","2","0%"
"28/04/2026","Terça","FRQ OSASCO SP R03","Reparo, Reparo MudEnd","Período da Tarde","1","0","1","0%"
"28/04/2026","Terça","FRQ OSASCO SP R03","Reparo MudEnd","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ OSASCO SP R03","Reparo MudEnd","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ OSASCO SP R03","MP MudEnd","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ OSASCO SP R03","MP MudEnd","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ OSASCO SP R03","Troca","Período da Manhã","1","0","1","0%"
"28/04/2026","Terça","FRQ OSASCO SP R03","Desistalação, Desistalação MudEnd","Período da Tarde","1","0","1","0%"
"28/04/2026","Terça","FRQ OSASCO SP R03","Desistalação MudEnd","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ OSASCO SP R03","Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ OSASCO SP R03","Segurança de Produto","Período da Manhã","1","0","1","0%"
"28/04/2026","Terça","FRQ OSASCO SP R03","MP MudEnd, MP.","Período da Manhã","3","0","3","0%"
"28/04/2026","Terça","FRQ OSASCO SP R03","MP., MP MudEnd","Período da Tarde","2","0","2","0%"
"28/04/2026","Terça","FRQ SBC SP R03","Instalação Mud_End","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ SBC SP R03","Instalação Mud_End","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ SBC SP R03","Reparo MudEnd","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ SBC SP R03","Reparo MudEnd","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ SBC SP R03","MP MudEnd","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ SBC SP R03","MP MudEnd","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ SBC SP R03","Desistalação MudEnd","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ SBC SP R03","Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ BASE LESTE SP R01","Instalação, Instalação Mud_End","Período da Manhã","1","0","1","0%"
"28/04/2026","Terça","FRQ BASE LESTE SP R01","Instalação, Instalação Mud_End","Período da Tarde","1","0","1","0%"
"28/04/2026","Terça","FRQ BASE LESTE SP R01","Instalação Mud_End","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ BASE LESTE SP R01","Instalação Mud_End","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ BASE LESTE SP R01","Reparo MudEnd, Reparo","Período da Manhã","3","0","3","0%"
"28/04/2026","Terça","FRQ BASE LESTE SP R01","Reparo, Reparo MudEnd","Período da Tarde","3","0","3","0%"
"28/04/2026","Terça","FRQ BASE LESTE SP R01","Reparo MudEnd","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ BASE LESTE SP R01","Reparo MudEnd","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ BASE LESTE SP R01","MP., MP MudEnd","Período da Manhã","12","0","12","0%"
"28/04/2026","Terça","FRQ BASE LESTE SP R01","MP., MP MudEnd","Período da Tarde","13","0","13","0%"
"28/04/2026","Terça","FRQ BASE LESTE SP R01","MP MudEnd","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ BASE LESTE SP R01","MP MudEnd","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ BASE LESTE SP R01","Troca","Período da Manhã","1","0","1","0%"
"28/04/2026","Terça","FRQ BASE LESTE SP R01","Troca","Período da Tarde","1","0","1","0%"
"28/04/2026","Terça","FRQ BASE LESTE SP R01","Desistalação MudEnd, Desistalação","Período da Manhã","1","1","0","100%"
"28/04/2026","Terça","FRQ BASE LESTE SP R01","Desistalação MudEnd","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ BASE LESTE SP R01","Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ BASE LESTE SP R03","Instalação, Instalação Mud_End","Período da Manhã","1","0","1","0%"
"28/04/2026","Terça","FRQ BASE LESTE SP R03","Instalação Mud_End","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ BASE LESTE SP R03","Instalação Mud_End","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ BASE LESTE SP R03","Reparo MudEnd, Reparo","Período da Manhã","1","0","1","0%"
"28/04/2026","Terça","FRQ BASE LESTE SP R03","Reparo MudEnd, Reparo","Período da Tarde","1","0","1","0%"
"28/04/2026","Terça","FRQ BASE LESTE SP R03","Reparo MudEnd","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ BASE LESTE SP R03","Reparo MudEnd","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ BASE LESTE SP R03","MP., MP MudEnd","Período da Manhã","4","0","4","0%"
"28/04/2026","Terça","FRQ BASE LESTE SP R03","MP., MP MudEnd","Período da Tarde","3","0","3","0%"
"28/04/2026","Terça","FRQ BASE LESTE SP R03","MP MudEnd","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ BASE LESTE SP R03","MP MudEnd","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ BASE LESTE SP R03","Troca","Período da Manhã","1","0","1","0%"
"28/04/2026","Terça","FRQ BASE LESTE SP R03","Desistalação, Desistalação MudEnd","Período da Manhã","1","0","1","0%"
"28/04/2026","Terça","FRQ BASE LESTE SP R03","Desistalação MudEnd","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ BASE LESTE SP R03","Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ GUARULHOS SP R03","Instalação, Instalação Mud_End","Período da Manhã","1","0","1","0%"
"28/04/2026","Terça","FRQ GUARULHOS SP R03","Instalação Mud_End","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ GUARULHOS SP R03","Instalação Mud_End","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ GUARULHOS SP R03","Reparo MudEnd, Reparo","Período da Manhã","3","0","3","0%"
"28/04/2026","Terça","FRQ GUARULHOS SP R03","Reparo, Reparo MudEnd","Período da Tarde","3","0","3","0%"
"28/04/2026","Terça","FRQ GUARULHOS SP R03","Reparo MudEnd","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ GUARULHOS SP R03","Reparo MudEnd","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ GUARULHOS SP R03","MP., MP MudEnd","Período da Manhã","5","0","5","0%"
"28/04/2026","Terça","FRQ GUARULHOS SP R03","MP., MP MudEnd","Período da Tarde","4","0","4","0%"
"28/04/2026","Terça","FRQ GUARULHOS SP R03","MP MudEnd","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ GUARULHOS SP R03","MP MudEnd","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ GUARULHOS SP R03","Troca","Período da Manhã","1","0","1","0%"
"28/04/2026","Terça","FRQ GUARULHOS SP R03","Desistalação MudEnd, Desistalação","Período da Manhã","1","1","0","100%"
"28/04/2026","Terça","FRQ GUARULHOS SP R03","Desistalação MudEnd","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ GUARULHOS SP R03","Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ GUARULHOS SP R03","Segurança de Produto","Período da Manhã","1","0","1","0%"
"28/04/2026","Terça","FRQ GUARULHOS SP R04","Instalação Mud_End, Instalação","Período da Manhã","1","0","1","0%"
"28/04/2026","Terça","FRQ GUARULHOS SP R04","Instalação Mud_End","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ GUARULHOS SP R04","Instalação Mud_End","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ GUARULHOS SP R04","Reparo, Reparo MudEnd","Período da Manhã","3","0","3","0%"
"28/04/2026","Terça","FRQ GUARULHOS SP R04","Reparo, Reparo MudEnd","Período da Tarde","3","0","3","0%"
"28/04/2026","Terça","FRQ GUARULHOS SP R04","Reparo MudEnd","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ GUARULHOS SP R04","Reparo MudEnd","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ GUARULHOS SP R04","MP MudEnd, MP.","Período da Manhã","5","0","5","0%"
"28/04/2026","Terça","FRQ GUARULHOS SP R04","MP MudEnd, MP.","Período da Tarde","4","0","4","0%"
"28/04/2026","Terça","FRQ GUARULHOS SP R04","MP MudEnd","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ GUARULHOS SP R04","MP MudEnd","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ GUARULHOS SP R04","Troca","Período da Manhã","1","0","1","0%"
"28/04/2026","Terça","FRQ GUARULHOS SP R04","Desistalação MudEnd","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ GUARULHOS SP R04","Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ ZONA NORTE SP R02","Instalação Mud_End, Instalação","Período da Manhã","2","0","2","0%"
"28/04/2026","Terça","FRQ ZONA NORTE SP R02","Instalação, Instalação Mud_End","Período da Tarde","2","0","2","0%"
"28/04/2026","Terça","FRQ ZONA NORTE SP R02","Instalação Mud_End","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ ZONA NORTE SP R02","Instalação Mud_End","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ ZONA NORTE SP R02","Reparo MudEnd, Reparo","Período da Manhã","5","0","5","0%"
"28/04/2026","Terça","FRQ ZONA NORTE SP R02","Reparo MudEnd, Reparo","Período da Tarde","5","0","5","0%"
"28/04/2026","Terça","FRQ ZONA NORTE SP R02","Reparo MudEnd","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ ZONA NORTE SP R02","Reparo MudEnd","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ ZONA NORTE SP R02","MP MudEnd, MP.","Período da Manhã","6","0","6","0%"
"28/04/2026","Terça","FRQ ZONA NORTE SP R02","MP., MP MudEnd","Período da Tarde","6","0","6","0%"
"28/04/2026","Terça","FRQ ZONA NORTE SP R02","MP MudEnd","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ ZONA NORTE SP R02","MP MudEnd","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ ZONA NORTE SP R02","Troca","Período da Manhã","1","0","1","0%"
"28/04/2026","Terça","FRQ ZONA NORTE SP R02","Troca","Período da Tarde","1","0","1","0%"
"28/04/2026","Terça","FRQ ZONA NORTE SP R02","Desistalação MudEnd, Desistalação","Período da Manhã","1","0","1","0%"
"28/04/2026","Terça","FRQ ZONA NORTE SP R02","Desistalação, Desistalação MudEnd","Período da Tarde","1","0","1","0%"
"28/04/2026","Terça","FRQ ZONA NORTE SP R02","Desistalação MudEnd","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ ZONA NORTE SP R02","Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ ZONA NORTE SP R02","Segurança de Produto","Período da Manhã","1","0","1","0%"
"28/04/2026","Terça","FRQ ZONA NORTE SP R02","Segurança de Produto","Período da Tarde","1","0","1","0%"
"28/04/2026","Terça","FRQ BRAGANCA PAULISTA SP R01","Instalação, Instalação Mud_End","Período da Manhã","1","0","1","0%"
"28/04/2026","Terça","FRQ BRAGANCA PAULISTA SP R01","Instalação Mud_End","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ BRAGANCA PAULISTA SP R01","Instalação Mud_End","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ BRAGANCA PAULISTA SP R01","Reparo, Reparo MudEnd","Período da Manhã","1","0","1","0%"
"28/04/2026","Terça","FRQ BRAGANCA PAULISTA SP R01","Reparo, Reparo MudEnd","Período da Tarde","1","0","1","0%"
"28/04/2026","Terça","FRQ BRAGANCA PAULISTA SP R01","Reparo MudEnd","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ BRAGANCA PAULISTA SP R01","Reparo MudEnd","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ BRAGANCA PAULISTA SP R01","Troca, MP., Desistalação, Desistalação MudEnd, MP MudEnd","Período da Manhã","3","0","3","0%"
"28/04/2026","Terça","FRQ BRAGANCA PAULISTA SP R01","MP MudEnd, MP., Desistalação MudEnd, Troca, Desistalação","Período da Tarde","2","0","2","0%"
"28/04/2026","Terça","FRQ BRAGANCA PAULISTA SP R01","MP MudEnd","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ BRAGANCA PAULISTA SP R01","MP MudEnd","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ BRAGANCA PAULISTA SP R01","Troca","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ BRAGANCA PAULISTA SP R01","Troca","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ BRAGANCA PAULISTA SP R01","Desistalação MudEnd, Desistalação","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ BRAGANCA PAULISTA SP R01","Desistalação, Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ BRAGANCA PAULISTA SP R01","Desistalação MudEnd","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ BRAGANCA PAULISTA SP R01","Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ BRAGANCA PAULISTA SP R01","Segurança de Produto","Período da Manhã","1","0","1","0%"
"28/04/2026","Terça","FRQ BRAGANCA PAULISTA SP R02","Instalação, Instalação Mud_End","Período da Manhã","1","0","1","0%"
"28/04/2026","Terça","FRQ BRAGANCA PAULISTA SP R02","Instalação Mud_End","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ BRAGANCA PAULISTA SP R02","Instalação Mud_End","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ BRAGANCA PAULISTA SP R02","Reparo MudEnd, Reparo","Período da Manhã","1","0","1","0%"
"28/04/2026","Terça","FRQ BRAGANCA PAULISTA SP R02","Reparo, Reparo MudEnd","Período da Tarde","1","0","1","0%"
"28/04/2026","Terça","FRQ BRAGANCA PAULISTA SP R02","Reparo MudEnd","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ BRAGANCA PAULISTA SP R02","Reparo MudEnd","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ BRAGANCA PAULISTA SP R02","Desistalação, Troca, MP., MP MudEnd, Desistalação MudEnd","Período da Manhã","2","0","2","0%"
"28/04/2026","Terça","FRQ BRAGANCA PAULISTA SP R02","Desistalação, MP MudEnd, MP., Troca, Desistalação MudEnd","Período da Tarde","2","0","2","0%"
"28/04/2026","Terça","FRQ BRAGANCA PAULISTA SP R02","MP MudEnd","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ BRAGANCA PAULISTA SP R02","MP MudEnd","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ BRAGANCA PAULISTA SP R02","Troca","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ BRAGANCA PAULISTA SP R02","Troca","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ BRAGANCA PAULISTA SP R02","Desistalação, Desistalação MudEnd","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ BRAGANCA PAULISTA SP R02","Desistalação MudEnd, Desistalação","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ BRAGANCA PAULISTA SP R02","Desistalação MudEnd","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ BRAGANCA PAULISTA SP R02","Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ BRAGANCA PAULISTA SP R02","Segurança de Produto","Período da Manhã","1","0","1","0%"
"28/04/2026","Terça","FRQ ZONA OESTE1 SP R01","Instalação Mud_End, Instalação","Período da Manhã","2","0","2","0%"
"28/04/2026","Terça","FRQ ZONA OESTE1 SP R01","Instalação Mud_End, Instalação","Período da Tarde","2","0","2","0%"
"28/04/2026","Terça","FRQ ZONA OESTE1 SP R01","Instalação Mud_End","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ ZONA OESTE1 SP R01","Instalação Mud_End","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ ZONA OESTE1 SP R01","Reparo MudEnd, Reparo","Período da Manhã","8","0","8","0%"
"28/04/2026","Terça","FRQ ZONA OESTE1 SP R01","Reparo, Reparo MudEnd","Período da Tarde","8","0","8","0%"
"28/04/2026","Terça","FRQ ZONA OESTE1 SP R01","Reparo MudEnd","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ ZONA OESTE1 SP R01","Reparo MudEnd","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ ZONA OESTE1 SP R01","MP., MP MudEnd","Período da Manhã","13","0","13","0%"
"28/04/2026","Terça","FRQ ZONA OESTE1 SP R01","MP MudEnd, MP.","Período da Tarde","14","0","14","0%"
"28/04/2026","Terça","FRQ ZONA OESTE1 SP R01","MP MudEnd","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ ZONA OESTE1 SP R01","MP MudEnd","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ ZONA OESTE1 SP R01","Troca","Período da Manhã","1","0","1","0%"
"28/04/2026","Terça","FRQ ZONA OESTE1 SP R01","Troca","Período da Tarde","1","0","1","0%"
"28/04/2026","Terça","FRQ ZONA OESTE1 SP R01","Desistalação MudEnd, Desistalação","Período da Manhã","1","1","0","100%"
"28/04/2026","Terça","FRQ ZONA OESTE1 SP R01","Desistalação MudEnd, Desistalação","Período da Tarde","1","1","0","100%"
"28/04/2026","Terça","FRQ ZONA OESTE1 SP R01","Desistalação MudEnd","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ ZONA OESTE1 SP R01","Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ ZONA OESTE1 SP R01","Segurança de Produto","Período da Manhã","1","0","1","0%"
"28/04/2026","Terça","FRQ ZONA OESTE1 SP R01","Segurança de Produto","Período da Tarde","1","0","1","0%"
"28/04/2026","Terça","FRQ ZONA OESTE2 SP R01","Instalação Mud_End, Instalação","Período da Manhã","2","0","2","0%"
"28/04/2026","Terça","FRQ ZONA OESTE2 SP R01","Instalação, Instalação Mud_End","Período da Tarde","1","0","1","0%"
"28/04/2026","Terça","FRQ ZONA OESTE2 SP R01","Instalação Mud_End","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ ZONA OESTE2 SP R01","Instalação Mud_End","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ ZONA OESTE2 SP R01","Reparo, Reparo MudEnd","Período da Manhã","5","0","5","0%"
"28/04/2026","Terça","FRQ ZONA OESTE2 SP R01","Reparo, Reparo MudEnd","Período da Tarde","5","0","5","0%"
"28/04/2026","Terça","FRQ ZONA OESTE2 SP R01","Reparo MudEnd","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ ZONA OESTE2 SP R01","Reparo MudEnd","Período da Tarde","10","0","10","0%"
"28/04/2026","Terça","FRQ ZONA OESTE2 SP R01","MP MudEnd, MP.","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ ZONA OESTE2 SP R01","MP MudEnd, MP.","Período da Tarde","11","0","11","0%"
"28/04/2026","Terça","FRQ ZONA OESTE2 SP R01","MP MudEnd","Período da Manhã","10","0","10","0%"
"28/04/2026","Terça","FRQ ZONA OESTE2 SP R01","MP MudEnd","Período da Tarde","10","0","10","0%"
